,Property,AboveGradeFinishedAreaSource,Owner,,AreaSource,Owner,The owner provided the measurement of the area.,Yes,Yes,
,Property,BelowGradeFinishedAreaSource,Owner,,AreaSource,Owner,The owner provided the measurement of the area.,Yes,Yes,
,Property,BuildingAreaSource,Owner,,AreaSource,Owner,The owner provided the measurement of the area.,Yes,Yes,
,Property,LivingAreaSource,Owner,,AreaSource,Owner,The owner provided the measurement of the area.,Yes,Yes,
,Property,LotSizeSource,Owner,,AreaSource,Owner,The owner provided the measurement of the area.,Yes,Yes,
,Property,AboveGradeFinishedAreaSource,Plans,,AreaSource,Plans,The measurement of the area was taken from building plans.,Yes,Yes,
,Property,BelowGradeFinishedAreaSource,Plans,,AreaSource,Plans,The measurement of the area was taken from building plans.,Yes,Yes,
,Property,BuildingAreaSource,Plans,,AreaSource,Plans,The measurement of the area was taken from building plans.,Yes,Yes,
,Property,LivingAreaSource,Plans,,AreaSource,Plans,The measurement of the area was taken from building plans.,Yes,Yes,
,Property,LotSizeSource,Plans,,AreaSource,Plans,The measurement of the area was taken from building plans.,Yes,Yes,
,Property,AboveGradeFinishedAreaSource,PublicRecords,,AreaSource,PublicRecords,The measurement of the area was received from public records.,Yes,Yes,
,Property,BelowGradeFinishedAreaSource,PublicRecords,,AreaSource,PublicRecords,The measurement of the area was received from public records.,Yes,Yes,
,Property,BuildingAreaSource,PublicRecords,,AreaSource,PublicRecords,The measurement of the area was received from public records.,Yes,Yes,
,Property,LivingAreaSource,PublicRecords,,AreaSource,PublicRecords,The measurement of the area was received from public records.,Yes,Yes,
,Property,LotSizeSource,PublicRecords,,AreaSource,PublicRecords,The measurement of the area was received from public records.,Yes,Yes,
,Property,AboveGradeFinishedAreaSource,SeeRemarks,,AreaSource,SeeRemarks,See remarks for information about the source of the area measurement.,Yes,Yes,
,Property,BelowGradeFinishedAreaSource,SeeRemarks,,AreaSource,SeeRemarks,See remarks for information about the source of the area measurement.,Yes,Yes,
,Property,BuildingAreaSource,SeeRemarks,,AreaSource,SeeRemarks,See remarks for information about the source of the area measurement.,Yes,Yes,
,Property,LivingAreaSource,SeeRemarks,,AreaSource,SeeRemarks,See remarks for information about the source of the area measurement.,Yes,Yes,
,Property,LotSizeSource,SeeRemarks,,AreaSource,SeeRemarks,See remarks for information about the source of the area measurement.,Yes,Yes,
,Property,AboveGradeFinishedAreaUnits,SquareFeet,,AreaUnits,SquareFeet,The value reported in the related Area field is in square feet.,Yes,Yes,
,Property,BelowGradeFinishedAreaUnits,SquareFeet,,AreaUnits,SquareFeet,The value reported in the related Area field is in square feet.,Yes,Yes,
,Property,BuildingAreaUnits,SquareFeet,,AreaUnits,SquareFeet,The value reported in the related Area field is in square feet.,Yes,Yes,
,Property,LivingAreaUnits,SquareFeet,,AreaUnits,SquareFeet,The value reported in the related Area field is in square feet.,Yes,Yes,
,Property,LotSizeUnits,SquareFeet,,AreaUnits,SquareFeet,The value reported in the related Area field is in square feet.,Yes,Yes,
,Property,AboveGradeFinishedAreaUnits,SquareMeters,,AreaUnits,SquareMeters,The value reported in the related Area field is in square meters.,Yes,Yes,
,Property,BelowGradeFinishedAreaUnits,SquareMeters,,AreaUnits,SquareMeters,The value reported in the related Area field is in square meters.,Yes,Yes,
,Property,BuildingAreaUnits,SquareMeters,,AreaUnits,SquareMeters,The value reported in the related Area field is in square meters.,Yes,Yes,
,Property,LivingAreaUnits,SquareMeters,,AreaUnits,SquareMeters,The value reported in the related Area field is in square meters.,Yes,Yes,
,Property,LotSizeUnits,SquareMeters,,AreaUnits,SquareMeters,The value reported in the related Area field is in square meters.,Yes,Yes,
,Property,AssociationFeeIncludes,CableTv,,AssociationFeeIncludes,CableTv,Cable TV is included in the fee paid to the homeowner association.,Yes,Yes,
,Property,AssociationFeeIncludes,MaintenanceGrounds,,AssociationFeeIncludes,MaintenanceGrounds,Maintenance of the grounds includes lawns and common areas but not exterior structures.,Yes,Yes,
,Property,AssociationFeeIncludes,EarthquakeInsurance,,AssociationFeeIncludes,EarthquakeInsurance,Earthquake insurance is included in the fee paid to the homeowner association.,Yes,Yes,
,Property,AssociationFeeIncludes,Electricity,,AssociationFeeIncludes,Electricity,Electricity is included in the fee paid to the homeowner association.,Yes,Yes,
,Property,AssociationFeeIncludes,MaintenanceStructure,,AssociationFeeIncludes,MaintenanceStructure,"Maintenance of the exterior of the structure includes roofing, walls, exterior structures but does not include the grounds.",Yes,Yes,
,Property,AssociationFeeIncludes,Gas,,AssociationFeeIncludes,Gas,Gas is included in the fee paid to the homeowner association.,Yes,Yes,
,Property,AssociationFeeIncludes,Insurance,,AssociationFeeIncludes,Insurance,Insurance is included in the fee paid to the homeowner association.,Yes,Yes,
,Property,AssociationFeeIncludes,Internet,,AssociationFeeIncludes,Internet,"Internet access is included with the homeowner association dues paid by the owner. Questions about the means of access (e.g., Wi-Fi, Ethernet), the speed of the access and other information about the Internet Service Provider (ISP) may be directed to the homeowner association.",Yes,Yes,
,Property,AssociationFeeIncludes,PestControl,,AssociationFeeIncludes,PestControl,Pest control is included in the fee paid to the association.,Yes,Yes,
,Property,AssociationFeeIncludes,Security,,AssociationFeeIncludes,Security,Security is included in the fee paid to the association.,Yes,Yes,
,Property,AssociationFeeIncludes,Sewer,,AssociationFeeIncludes,Sewer,Sewer is included in the fee paid to the association.,Yes,Yes,
,Property,AssociationFeeIncludes,SnowRemoval,,AssociationFeeIncludes,SnowRemoval,Snow removal is included in the fee paid to the association.,Yes,Yes,
,Property,AssociationFeeIncludes,Trash,,AssociationFeeIncludes,Trash,Trash is included in the fee paid to the association.,Yes,Yes,
,Property,AssociationFeeIncludes,Utilities,,AssociationFeeIncludes,Utilities,Utilities are included in the fee paid to the association.,Yes,Yes,
,Property,AssociationFeeIncludes,Water,,AssociationFeeIncludes,Water,Water is included in the fee paid to the association.,Yes,Yes,
,Property,AttendanceType,ConciergeFullTime,,AttendanceType,ConciergeFullTime,The building or complex is attended by a full-time concierge.,Yes,Yes,
,Property,AttendanceType,ConciergePartTime,,AttendanceType,ConciergePartTime,The building or complex is attended by a part-time concierge.,Yes,Yes,
,Property,AttendanceType,ConciergeYes,,AttendanceType,ConciergeYes,The building or complex has concierge staff.,Yes,Yes,
,Property,AttendanceType,DoormanFullTime,,AttendanceType,DoormanFullTime,The building or complex is attended by a full-time doorman.,Yes,Yes,
,Property,AttendanceType,DoormanPartTime,,AttendanceType,DoormanPartTime,The building or complex is attended by a part-time doorman.,Yes,Yes,
,Property,AttendanceType,DoormanYes,,AttendanceType,DoormanYes,The building or complex has doorman staff.,Yes,Yes,
,Property,AttendanceType,ElevatorAttendanceFullTime,,AttendanceType,ElevatorAttendanceFullTime,The building or complex's elevator is attended full-time.,Yes,Yes,
,Property,AttendanceType,ElevatorAttendancePartTime,,AttendanceType,ElevatorAttendancePartTime,The building or complex's elevator is attended part-time.,Yes,Yes,
,Property,AttendanceType,ElevatorAttendanceYes,,AttendanceType,ElevatorAttendanceYes,The building or complex has elevator attendance staff.,Yes,Yes,
,Property,AttendanceType,LobbyAttendantFullTime,,AttendanceType,LobbyAttendantFullTime,The building or complex is attended by a full-time lobby attendant.,Yes,Yes,
,Property,AttendanceType,LobbyAttendantPartTime,,AttendanceType,LobbyAttendantPartTime,The building or complex is attended by a part-time lobby attendant.,Yes,Yes,
,Property,AttendanceType,LobbyAttendantYes,,AttendanceType,LobbyAttendantYes,The building or complex has lobby attendant staff.,Yes,Yes,
,Property,AttendanceType,None,,AttendanceType,None,The building or complex does not have any sort of attendant staff.,Yes,Yes,
,Property,AttendanceType,VideoDoormanFullTime,,AttendanceType,VideoDoormanFullTime,The building or complex is attended by a video doorman full-time.,Yes,Yes,
,Property,AttendanceType,VideoDoormanPartTime,,AttendanceType,VideoDoormanPartTime,The building or complex is attended by a video doorman part-time.,Yes,Yes,
,Property,AttendanceType,VideoDoormanYes,,AttendanceType,VideoDoormanYes,The building or complex is attended by a video doorman.,Yes,Yes,
,Property,Basement,Apartment,,Basement,Apartment,The basement is set up as an apartment living space.,Yes,Yes,
,Property,Basement,BathStubbed,,Basement,BathStubbed,The basement is stubbed for a bathroom.,Yes,Yes,
,Property,Basement,Block,,Basement,Block,The basement has block construction.,Yes,Yes,
,Property,Basement,Concrete,,Basement,Concrete,The basement has a concrete floor and/or walls.,Yes,Yes,
,Property,Basement,CrawlSpace,,Basement,CrawlSpace,The basement is/has a crawl space.,Yes,Yes,
,Property,Basement,Daylight,,Basement,Daylight,The basement has natural lighting.,Yes,Yes,
,Property,Basement,DirtFloor,,Basement,DirtFloor,The basement has a dirt floor.,Yes,Yes,
,Property,Basement,ExteriorEntry,,Basement,ExteriorEntry,The basement has an exterior entry.,Yes,Yes,
,Property,Basement,Finished,,Basement,Finished,"The basement is finished to a given standard of completion (e.g., underlayment and flooring; walls framed, insulated, drywalled and painted).",Yes,Yes,
,Property,Basement,FrenchDrain,,Basement,FrenchDrain,The basement has a French drain.,Yes,Yes,
,Property,Basement,Full,,Basement,Full,The basement fills the entire space under the house.,Yes,Yes,
,Property,Basement,InteriorEntry,,Basement,InteriorEntry,The basement has an interior entry.,Yes,Yes,
,Property,Basement,None,,Basement,None,The property has no basement.,Yes,Yes,
,Property,Basement,Other,,Basement,Other,The basement has features or attributes other than those listed in this field.,Yes,Yes,
,Property,Basement,Partial,,Basement,Partial,The basement partially fills the space under the house.,Yes,Yes,
,Property,Basement,PartiallyFinished,,Basement,PartiallyFinished,"The basement is partially finished. Some finishing work is done but not all (e.g., underlayment and flooring; walls are framed, insulated, drywalled and painted).",Yes,Yes,
,Property,Basement,StorageSpace,,Basement,StorageSpace,The basement has storage space.,Yes,Yes,
,Property,Basement,SumpPump,,Basement,SumpPump,The basement has a sump pump.,Yes,Yes,
,Property,Basement,Unfinished,,Basement,Unfinished,The basement is unfinished.,Yes,Yes,
,Property,Basement,WalkOutAccess,,Basement,WalkOutAccess,A structure where the basement space is directly accessible from the outside with the entryway level with the ground.,Yes,Yes,
,Property,Basement,WalkUpAccess,,Basement,WalkUpAccess,A structure where the basement space is directly accessible from the outside with the entryway below ground and usually exterior stairs leading up to the ground level.,Yes,Yes,
,Property,BathroomCondition,Excellent,,BathroomCondition,Excellent,"1. Well Maintained and upgraded and/or quality building materials.
2. These properties are fully financeable in their current state.
3. If the interior is viewed, the appliances are up to date and are of high quality.
4. Many upgrades. Modern. Include newly renovated.",Yes,Yes,
,Property,BathroomCondition,Fair,,BathroomCondition,Fair,"1. Maintained and evidence of typical wear and tear for age and neighborhood.
2. Any deferred maintenance can be resolved and is mostly cosmetic in nature.
3. These properties are fully financeable in their current state.
4. If the interior is viewed, the appliances are of adequate functionality.
5. Will need maintenance/upgrades.",Yes,Yes,
